transaction_id,customer_id,transaction_date,amount
897,3280,20 Jan 2024,481.17
7085,4898,06/30/2022,118.24
292,1714,2022-11-21,379.97
2406,1585,05 Jan 2023,101.81
6854,155,04/03/2024,340.89
5324,829,01 Aug 2022,338.58
4613,1378,"Apr 26, 2022",356.05
7969,953,03/13/2022,347.17
8678,2449,03/01/2022,315.78
5487,2429,"Jun 05, 2022",412.46
8561,801,"Dec 29, 2024",401.69
6788,2923,02/10/2023,370.18
1270,3389,29 Mar 2023,194.79
242,4314,31-07-2023,60.24
8262,2547,"Apr 03, 2023",32.32
82,4974,"Jan 28, 2024",241.44
9204,3957,21-02-2023,121.75
3780,3869,26-06-2024,385.34
8053,3395,08/04/2022,60.64
9813,4966,2023-05-31,64.81
4948,3106,2023-02-26,381.19
1006,2458,2022-08-21,10.17
3413,606,09/18/2022,115.08
593,2095,15-07-2023,207.44
4471,3844,"Aug 24, 2022",318.17
3779,4876,09-01-2025,135.97
7924,588,08/14/2024,33.75
2647,475,2023-11-05,47.36
9099,4150,07 Sep 2023,13.25
4790,1362,"Jun 30, 2022",353.74
6209,978,06-06-2022,64.6
7597,1174,2023-03-19,252.8
9767,4736,13-04-2024,482.36
7887,803,2024-02-19,300.91
9903,4159,10/22/2024,321.45
10415,4491,2024-05-11,389.78
2998,1227,15 Sep 2022,351.59
520,3291,"May 14, 2023",217.0
6200,5155,"Aug 12, 2023",444.01
5265,5138,04/07/2023,219.34
7741,538,20 Jan 2022,147.54
9355,4882,"Oct 17, 2023",32.42
7965,3191,25 Aug 2024,413.12
5323,721,2023-04-25,385.54
7188,355,"Jun 29, 2022",50.67
4869,139,05-10-2022,270.33
9274,1706,08 Feb 2022,34.73
4295,3804,18-06-2022,203.87
461,3954,25 Feb 2023,342.49
8622,2265,2022-04-22,52.62
2287,4400,2024-09-08,412.86
3700,2937,"Mar 27, 2023",232.73
4027,3228,2023-02-26,465.63
9270,4186,2023-06-29,58.32
8992,1780,01/21/2023,423.41
3428,2281,08-01-2023,377.73
3186,4575,15-06-2023,344.69
2868,501,03 Nov 2023,207.3
3319,2181,21 Aug 2023,131.64
8111,2767,2022-06-17,389.83
9290,4085,2024-02-23,36.53
3921,54,04-04-2022,147.98
4972,1298,07/18/2023,276.9
484,3066,2022-07-09,12.42
10432,3039,20 Oct 2022,488.37
7371,4787,"Oct 30, 2023",391.04
3386,3262,03/30/2023,99.05
134,4818,04 Nov 2023,146.86
9180,3778,2023-04-09,245.21
7303,5155,2024-08-02,414.69
9714,2035,2022-02-05,402.7
6798,1466,23-03-2023,374.05
841,2735,"May 09, 2022",320.84
216,2602,21-10-2022,211.5
7522,1160,02-01-2024,361.0
9081,281,10/30/2023,451.96
5821,1121,2022-07-12,214.83
9628,2778,2024-03-24,22.0
7756,3775,"Jul 27, 2024",241.65
1007,2059,09 Nov 2024,357.09
9531,3685,27 Aug 2023,140.11
521,447,03/06/2024,158.45
8490,858,12/21/2024,459.68
5644,4411,"Apr 20, 2023",499.91
3452,5058,19 Jan 2024,404.34
6264,1090,01/31/2023,432.89
2512,2767,"May 02, 2023",24.68
9692,1956,2022-04-04,217.54
1571,1674,"May 20, 2022",80.59
2571,1985,13-01-2022,85.88
9669,3917,13 Sep 2024,
7476,2849,"Jul 25, 2022",216.77
9995,3368,08-09-2022,65.64
1136,4949,"Mar 15, 2023",121.63
192,5008,"Apr 28, 2022",112.19
2317,2731,30 Jul 2024,141.83
91,3359,03/08/2022,187.32
10061,456,08/08/2024,449.88
9727,3184,2022-10-01,352.31
3170,1061,10/12/2022,457.51
4087,521,"Oct 22, 2024",221.14
3461,404,"Oct 10, 2023",64.22
2839,1938,,231.35
10238,2415,25 Jul 2022,95.51
3163,1244,08-02-2022,66.62
4744,2929,2024-12-12,199.83
1917,2329,"Jan 02, 2023",220.6
3208,2515,09/12/2022,383.66
1191,227,20 Feb 2024,402.02
8272,4019,04/29/2022,219.64
1330,3728,2022-06-09,244.77
6316,1009,25 Oct 2022,290.61
10264,4933,"Nov 30, 2024",223.13
2639,3091,2023-01-02,173.59
9005,2513,03/26/2024,441.75
8162,1100,21-07-2024,157.04
1058,808,"Jul 04, 2024",292.06
9978,1133,2022-11-29,465.55
2818,3288,09 Jan 2024,63.27
9900,4211,2023-06-05,105.92
7959,4786,"Apr 01, 2024",379.2
2391,810,2022-09-15,143.19
5840,3364,04/07/2023,371.15
7472,231,05/20/2023,173.09
1103,1195,"Aug 03, 2022",360.79
7960,5098,24-11-2022,139.77
5233,1223,10 Jan 2023,480.88
10105,584,29-10-2024,356.65
2341,4840,01-09-2023,211.66
7331,4537,11/10/2023,108.84
3773,2401,2023-10-09,121.23
10095,3754,2024-08-21,389.96
1463,651,07-03-2023,199.58
5025,1823,"Jan 14, 2024",368.83
1115,1851,"Sep 10, 2024",225.77
142,344,2023-01-14,408.85
2152,3873,24-12-2022,407.03
8321,3067,"Feb 15, 2022",310.51
8608,4116,10-08-2024,19.05
2927,1061,02/19/2022,166.86
3006,1079,,381.3
9454,357,16-05-2023,414.77
8185,134,"Mar 06, 2023",419.53
9214,822,11/12/2024,342.6
8095,3449,20 Jan 2023,450.03
10087,3777,2023-05-23,116.58
6565,1651,23 Apr 2024,11.81
2627,2683,2024-01-19,495.8
5286,3358,"Jun 17, 2022",272.03
9740,55,05 May 2023,95.85
8407,2140,09/20/2022,233.05
7961,2490,,187.29
8417,3329,,212.67
2844,4094,,336.97
8845,887,15 Aug 2024,296.93
1242,2570,2023-06-09,372.24
6497,3398,"Sep 05, 2023",197.48
4143,4400,"Sep 09, 2023",40.81
2747,4597,2022-08-13,380.94
10474,4684,"Feb 23, 2024",165.32
2619,5169,05/25/2023,342.6
2359,113,01/09/2025,212.54
4862,3523,"Dec 20, 2024",138.38
6157,5073,23-05-2023,202.28
2450,2255,"Jul 18, 2024",104.35
3639,4890,09/25/2023,339.02
3080,740,21 Aug 2022,260.35
2793,413,11 Feb 2024,367.69
7698,36,2022-09-26,362.02
3381,1451,01-05-2023,248.88
2046,2409,30-09-2023,183.84
2193,857,10/27/2023,246.57
3486,2245,04 Nov 2024,394.9
7775,3830,2024-06-25,228.95
10085,5142,11 Jul 2023,INVALID
4060,2160,2022-12-16,118.1
5671,4168,12/13/2022,318.48
9651,658,01-07-2024,394.05
9997,3426,02 Aug 2023,487.44
3909,1814,23-09-2023,160.78
5364,4545,2023-04-05,213.32
6137,2583,20 Feb 2022,493.36
9952,2575,"Jun 24, 2022",230.72
7265,2301,01/12/2023,353.01
10308,3288,2023-01-21,194.59
3953,2723,03-05-2022,279.62
9314,994,"Mar 04, 2022",448.13
6386,3292,07 Aug 2024,465.0
8097,1493,05/03/2024,356.27
4808,2685,08 Oct 2024,249.73
3783,4217,"Jul 31, 2023",463.59
7819,1528,"May 14, 2022",276.47
8303,4401,2023-09-21,45.25
4044,1204,05/30/2022,135.31
276,4614,2022-03-10,63.38
8100,3238,2022-03-23,124.3
7630,4687,"Mar 21, 2024",158.52
3810,2711,2023-01-18,173.66
331,3492,05 Jun 2023,296.39
7183,3091,07/23/2023,42.67
7161,4582,05-03-2024,324.81
317,1726,"Oct 25, 2022",468.74
7766,2504,10-06-2023,166.37
7306,1239,12/08/2024,107.23
2775,4210,"Sep 12, 2023",222.78
6637,4424,17 May 2023,266.27
4280,3132,06-11-2024,171.12
6132,4989,12/23/2022,10.04
1071,2695,25 May 2024,58.41
5841,2406,04-06-2022,118.84
3769,3964,03/12/2023,135.65
411,706,03/25/2024,287.43
9400,1753,2023-04-29,127.71
10049,3133,2024-02-02,99.34
6965,4851,02 Nov 2024,386.42
5891,4127,06/18/2023,380.41
2197,3201,06/11/2023,445.9
3740,2282,13 Jan 2024,425.33
1484,1322,02 Feb 2024,41.68
5480,2160,"Jul 27, 2023",379.8
5550,2368,2023-04-20,141.42
9782,1129,"Sep 16, 2022",276.94
5340,359,2023-08-14,99.05
8450,3156,27 Jul 2024,102.65
9344,4207,29 Dec 2022,266.98
7100,351,22-08-2023,50.67
850,3816,"Aug 25, 2022",231.13
5313,3100,2023-12-22,278.37
4171,1216,12/12/2023,92.8
8375,3483,07/24/2022,462.43
4797,3796,"Sep 20, 2024",252.38
5666,819,09-07-2024,245.99
6571,2265,"Nov 22, 2022",61.95
4290,2317,07/18/2024,285.89
2384,3936,19-07-2022,118.08
8690,2622,"Jul 12, 2023",279.02
2288,2404,2022-11-09,29.08
3728,2406,2023-10-01,192.7
5241,1309,"Aug 16, 2023",476.01
7475,4417,09 Apr 2023,42.82
4051,322,06 Jun 2024,271.56
223,1365,"Aug 18, 2022",272.65
3697,4872,05/02/2024,126.01
534,3728,2022-07-21,223.1
2131,18,03 Dec 2022,240.89
6819,4778,2022-07-02,167.89
10009,1261,2024-11-24,92.74
3050,2398,"Dec 25, 2024",325.14
4305,2709,08-06-2023,26.18
518,3146,2024-09-14,346.29
697,230,2024-03-13,426.95
3273,4065,2023-01-06,24.55
1239,731,09-08-2023,160.49
9934,355,2022-03-06,231.43
4133,1210,2024-11-22,119.06
1194,1545,"Jul 05, 2024",INVALID
5007,2209,2023-08-19,436.87
1429,4700,22 May 2022,19.41
5374,2693,22-06-2022,434.99
9638,2955,"Feb 24, 2023",248.14
4756,3504,05 Aug 2024,192.46
8904,683,04-01-2025,206.63
8093,547,25 Apr 2024,318.38
1578,2574,"May 11, 2023",62.79
2481,165,08 Apr 2023,106.17
38,525,02/23/2023,225.82
9816,3493,28-01-2024,309.99
7949,3883,07/03/2022,457.53
9265,4833,2022-02-06,433.91
6097,3032,24-04-2023,207.13
5959,349,26-10-2022,228.67
2725,2412,22 Feb 2024,20.42
953,2186,26 Nov 2022,382.35
8496,1098,2024-01-13,402.03
863,1642,26-11-2022,387.26
752,5,2023-11-03,133.36
1159,1182,29-03-2024,385.49
3416,4913,"Aug 11, 2022",323.65
1057,884,26 Apr 2024,299.27
1126,2982,12/11/2023,403.68
6007,3678,11-03-2023,10.38
5331,4807,"Oct 21, 2024",396.59
3309,1833,10/22/2023,327.53
2244,2213,23-03-2023,482.92
5514,4845,19 Dec 2022,342.92
5932,521,05 Nov 2023,312.3
146,2846,03 Nov 2024,149.55
3427,2952,20-06-2023,454.15
5624,1420,14-03-2023,13.21
9039,1376,08/09/2023,150.84
2333,4285,"Dec 28, 2023",438.79
335,1660,31-03-2022,47.96
8480,2487,"Nov 05, 2023",68.64
9000,2449,2024-03-21,403.35
2524,2563,2022-10-25,195.73
6120,4716,2024-05-17,383.28
5042,1098,07/10/2022,13.59
8639,409,"Apr 14, 2023",287.21
9360,3115,10-06-2022,244.53
3735,408,"Aug 28, 2022",41.05
5685,2906,11-04-2023,14.87
9587,4252,2022-08-02,158.49
4985,2176,06/24/2022,31.0
9115,1079,17 Aug 2023,438.48
4474,2595,14 Apr 2024,303.41
483,4550,2024-04-25,424.38
2452,371,24 Jan 2022,368.9
162,3645,2022-12-25,265.24
1093,1305,"May 28, 2024",480.06
8670,4799,"Mar 06, 2023",85.58
9834,786,10 Dec 2024,68.32
6872,226,01-10-2024,56.85
900,3557,2024-05-10,473.51
3237,2852,2023-07-13,192.27
9815,1812,18 Dec 2022,70.74
124,3350,,319.11
341,3138,2023-11-03,171.78
7883,5034,2024-07-29,50.86
6380,1234,31 Aug 2024,457.67
8459,4219,"May 30, 2022",164.05
5735,3324,17-06-2022,92.32
8637,3497,"Oct 29, 2024",126.42
7121,4392,20-11-2022,146.08
7083,4953,2024-09-19,148.34
7661,1302,06-04-2024,100.2
2346,4077,"Jun 06, 2022",10.71
9982,2712,08 Sep 2024,406.34
9285,1029,18 Jan 2022,131.78
7438,524,28-11-2024,180.8
5541,1207,"Jun 23, 2023",246.25
9820,2083,2023-06-02,193.17
6174,327,26 Oct 2023,126.89
1501,3304,27 May 2022,237.18
5277,5194,21 Mar 2024,156.92
5784,940,04/11/2023,16.09
8187,2504,03 Aug 2023,72.14
4705,3786,05 Sep 2022,128.84
9809,1677,"Feb 10, 2022",291.41
9198,3858,03 Mar 2022,294.78
2179,2679,09/18/2022,375.19
8155,67,26 Jan 2024,310.22
9776,3497,2023-08-06,490.98
5960,393,"Dec 10, 2023",109.76
10266,525,2024-11-01,494.06
10248,1181,29 Mar 2023,314.53
8449,533,10/25/2023,411.37
7524,2419,09/12/2024,340.82
8567,653,"Feb 22, 2023",379.3
8514,1061,04/17/2023,382.43
1350,1778,2024-11-11,359.17
4209,1262,20 Apr 2023,179.59
8878,3189,17-05-2024,15.59
4607,4316,30 Jul 2023,57.3
3169,3135,2024-09-26,207.32
5328,3798,06 Oct 2023,132.05
9498,2584,12/23/2023,425.03
2065,4490,12 Aug 2024,367.05
10461,465,08 Oct 2024,102.39
6286,429,16 Dec 2023,164.3
9193,5025,11/20/2022,458.74
281,4013,2024-04-22,300.77
4019,1664,2023-09-08,470.05
7412,4426,20-07-2024,306.57
3607,4906,31 Mar 2023,39.85
5059,4705,10/11/2024,209.37
8258,137,2022-11-12,326.4
3455,5068,01/30/2023,279.28
5188,5143,2023-08-28,84.61
9597,3152,"Mar 01, 2022",316.99
7508,4623,07-08-2024,462.69
4571,3568,15-11-2023,276.29
1406,2784,18 Dec 2022,494.03
3162,5188,08 Aug 2022,83.96
6158,2997,06/12/2023,131.95
2634,241,"Jul 16, 2023",297.18
497,4805,,23.18
3036,949,18 Feb 2023,401.66
7327,3113,18 Aug 2022,310.18
5736,2457,26-03-2023,229.14
9935,4764,15-03-2023,453.76
1646,1883,2022-07-19,287.75
5469,1861,28 Sep 2024,369.83
488,3870,17-08-2024,337.53
8089,2802,07/07/2023,61.86
6641,218,"Aug 02, 2022",327.94
9072,2992,"Apr 26, 2024",173.18
8951,711,2023-08-07,289.96
9489,2037,"Aug 27, 2024",338.07
1290,312,2024-03-10,418.22
2659,3697,"Aug 28, 2024",144.76
7561,1103,2022-12-06,206.65
8551,4167,18 Feb 2024,464.11
7536,3730,2024-09-23,209.29
1860,3163,"Aug 14, 2023",381.13
2732,3522,,208.06
726,4284,01/18/2022,131.51
1753,4026,12/20/2024,488.74
9779,3867,04/22/2024,75.53
9263,158,29-08-2022,145.82
8548,2904,26 Apr 2022,221.39
4043,963,19-01-2024,53.35
5986,1436,2022-01-20,497.19
6118,2865,,40.43
9080,616,2024-12-03,459.36
3408,3238,2024-10-10,244.97
4423,1307,11 Nov 2024,107.5
3391,2037,15 Jul 2022,362.97
7786,1516,11/18/2023,480.12
2518,1560,10 Jul 2024,245.58
4131,208,14-08-2024,348.84
8177,3469,16-06-2022,303.97
9541,581,18-09-2022,12.11
2228,2692,"May 09, 2024",96.85
5092,895,2023-11-03,110.05
4155,1783,22-12-2022,383.9
699,4787,2023-02-26,15.91
6797,4486,26 Oct 2023,168.45
4150,2620,"Aug 16, 2024",236.93
5774,3203,10/22/2023,147.88
1872,2656,11/21/2024,454.54
2771,2228,01/31/2024,316.76
9639,1891,02/01/2022,303.66
1773,3364,11/15/2022,56.53
5421,1164,06/25/2024,53.83
4380,4771,2023-06-01,175.32
8436,623,09-06-2022,459.17
4153,1858,,484.15
1181,1857,17 Feb 2022,182.09
5664,1482,"Dec 28, 2023",203.81
5266,2875,"Feb 03, 2022",53.89
3615,3124,2022-07-14,358.13
6230,4721,23-08-2024,194.2
5259,699,2023-05-20,72.62
836,4197,"Mar 09, 2023",193.0
9159,2644,01/14/2024,407.17
10111,273,11-10-2022,174.0
265,1821,20 Jul 2023,483.77
1904,5146,10/22/2024,491.03
6069,1203,02-12-2023,421.64
2708,2341,26-08-2024,291.3
9549,297,2023-10-23,49.79
7068,3367,2022-04-03,302.44
3079,2666,2024-10-31,79.8
7215,2584,02 Aug 2023,234.68
3894,3072,02/07/2022,432.33
1462,1910,16 Mar 2024,113.01
2576,2520,28-07-2023,209.74
6187,3421,2023-11-10,74.75
9998,2175,20 Mar 2022,469.14
2794,1807,"Oct 14, 2024",322.38
3156,5015,2023-09-13,413.39
9868,4158,2022-12-27,13.43
6579,2397,05-12-2022,464.76
10287,1076,2024-12-04,356.21
9972,1550,2022-08-15,210.31
1417,2071,2023-08-04,104.09
10154,1340,08-10-2022,346.18
9601,3739,01/02/2024,125.33
6633,2734,05/04/2023,371.73
5094,4173,,241.58
8082,1921,28 Nov 2022,343.24
4052,4039,28-10-2022,475.08
3915,4432,"Aug 12, 2023",282.34
1731,872,2024-07-09,120.65
1497,1559,12 May 2024,121.77
9009,4631,27-01-2023,397.22
8138,1923,"Sep 05, 2023",222.6
1742,255,13 Nov 2024,154.93
4281,1544,12/01/2022,25.13
2009,1328,24 Oct 2023,323.67
5511,248,03 Mar 2023,400.69
2381,1838,21 Feb 2022,230.18
3232,3323,22-05-2023,478.73
7184,398,16-02-2024,200.37
5750,2149,"May 07, 2022",460.09
3912,3456,09/30/2022,421.08
4640,4443,01 Oct 2022,457.39
4338,4944,02/15/2024,298.65
3781,3387,19 Aug 2023,419.8
9468,3411,2024-10-04,50.62
7694,658,18-04-2024,327.66
9486,5172,11/21/2024,297.71
5724,3951,11-03-2023,71.41
1570,90,22-03-2023,156.11
2017,4258,"May 16, 2023",183.43
1679,3257,03/18/2024,342.23
7624,3227,10-11-2023,93.49
506,2782,27 Mar 2022,198.19
7261,4766,04/11/2022,327.54
7814,2494,"May 18, 2022",178.57
2752,2797,03/25/2023,24.67
10034,3475,02-06-2024,446.0
6837,5040,2022-04-28,338.98
412,3793,20-04-2023,53.2
2220,4478,2022-01-17,470.56
584,4992,"Dec 16, 2022",415.22
9040,1344,2022-08-30,123.6
2434,767,08/17/2023,404.65
1466,4058,"Jan 18, 2024",306.67
5530,3796,02-12-2022,254.91
9624,1876,07 Oct 2024,414.13
4079,2198,"May 28, 2023",363.66
7289,3507,01/18/2022,176.59
7484,1164,01 Nov 2022,56.19
9216,891,29-10-2023,472.67
6652,3578,10/30/2023,334.06
387,313,2023-01-01,191.07
6755,1534,03/27/2024,67.12
252,627,05 Jan 2023,46.21
9438,3175,10/08/2022,84.78
7009,747,2023-05-25,60.83
1477,1866,10-03-2022,89.59
1858,2525,11-01-2023,429.14
2795,2213,"Sep 25, 2024",18.24
2675,1665,17-10-2022,187.05
6729,675,,461.57
3112,4732,"Sep 03, 2022",407.27
5289,1034,29-01-2024,414.76
9734,1929,2023-02-20,239.3
5824,4225,2025-01-12,222.6
2284,2792,2023-03-31,68.68
9709,1356,11/11/2024,468.78
2565,1454,25-12-2024,278.26
8150,3370,11/15/2024,182.01
9657,4603,"Jul 08, 2024",136.38
3485,3083,,499.33
7927,493,04/20/2023,59.27
3141,332,05/30/2022,108.98
4906,1720,22 Apr 2022,268.8
4123,1282,2023-04-19,112.47
5052,2536,20-03-2024,58.41
7422,426,2022-01-30,65.73
3462,5028,18-06-2022,76.04
4823,4679,27-03-2022,235.14
4909,672,"Apr 02, 2022",293.28
8771,834,04/24/2022,133.3
3997,3424,"Dec 26, 2024",174.38
7636,2858,18-04-2023,343.63
9698,1208,2022-02-17,120.41
7079,3822,18-07-2022,296.04
3307,3236,30-01-2022,393.83
9348,3201,29 Dec 2022,331.66
7598,939,01-05-2023,206.32
7356,3012,24-02-2024,416.93
1265,5094,2023-08-18,337.58
3226,1300,11-12-2023,415.61
9050,2817,05-06-2023,330.64
6537,3094,28 Jan 2023,378.38
5199,2114,,200.37
6294,1264,21 Jun 2023,381.31
8612,4707,"Dec 29, 2023",169.47
7535,3267,2023-06-25,207.29
4407,2299,01-09-2023,196.9
10310,2429,24 Nov 2024,49.15
7290,2823,2023-05-09,96.63
9504,371,04/29/2023,118.02
6574,3518,"Oct 16, 2023",25.25
808,3990,2022-04-28,132.42
8785,4985,09/01/2022,414.08
9539,1523,27 Sep 2024,409.75
3564,3262,19 Jan 2023,384.44
4623,2911,02 Apr 2024,281.04
8098,3325,07 Mar 2024,407.44
9663,4556,02/20/2023,260.88
5524,3682,"Sep 16, 2023",220.24
3369,1355,2022-04-26,303.95
9244,4611,2023-11-04,17.79
4834,1493,05/21/2024,219.29
141,1462,"Jun 12, 2023",477.22
2538,23,2024-05-20,334.4
1413,681,29-05-2022,183.81
4207,870,03 Oct 2024,379.65
5834,4834,19-01-2022,305.67
5691,4844,,235.89
8101,4901,10-05-2022,137.95
4591,1477,11 Jan 2024,64.78
6526,4976,25 Feb 2024,243.06
1782,4024,"Jan 08, 2025",95.22
7801,3116,,453.99
6666,350,13 Dec 2022,343.86
3880,3339,22-03-2022,482.24
2064,297,05-11-2023,336.5
321,3855,05/14/2023,42.85
9113,559,"Feb 28, 2023",37.22
8343,382,21 Oct 2022,289.78
8000,223,11/07/2023,422.44
2531,2353,11/09/2024,250.66
10499,2376,"Sep 09, 2023",300.11
1053,3997,06/24/2024,284.73
8169,1636,25 Mar 2022,165.97
4388,2681,05-09-2023,204.31
7431,492,2023-09-18,275.04
1509,1416,21 Jul 2023,84.01
7027,491,2024-10-01,112.67
1354,3345,"Apr 17, 2022",193.66
6144,2927,15 Nov 2024,54.02
6092,2139,2022-07-30,283.76
1702,3830,26 Oct 2023,491.92
5702,61,04-07-2022,158.23
5473,3464,24-01-2023,388.85
5533,631,02-01-2025,297.48
2655,3337,12 Oct 2023,105.41
2038,3044,02/24/2022,442.37
1245,2882,"Jun 21, 2024",482.45
2095,2010,"Oct 30, 2022",120.84
944,1797,31-05-2022,262.22
8760,3997,30 Sep 2022,187.44
10254,3856,21-02-2022,INVALID
4104,2177,12/13/2024,98.98
7904,3091,"Jun 17, 2022",373.78
1436,3478,"Jun 19, 2022",209.53
5989,1789,16-10-2024,169.77
7736,3117,2024-11-29,275.95
1876,3372,"Dec 31, 2022",146.48
3365,750,"Sep 30, 2023",384.66
7281,2359,2024-07-25,420.55
1668,984,31 Jul 2024,158.0
10302,1524,29-11-2024,283.22
4174,4278,12/18/2022,305.66
6893,447,"Jun 21, 2022",367.54
1968,2129,10/23/2023,244.48
9247,3714,10/07/2024,209.22
5851,3177,31 Dec 2024,379.96
2581,853,2024-01-24,161.7
8037,1105,"Oct 08, 2024",62.16
4378,4332,2022-02-20,356.42
1977,650,05 Mar 2024,267.37
6313,2621,08/09/2024,350.25
5847,3698,22-04-2023,423.19
2154,2511,"Mar 04, 2022",153.89
1430,3119,02/15/2024,107.82
7322,1217,21 Apr 2024,438.11
4751,160,07/14/2023,330.28
121,5052,13 Mar 2022,62.81
7057,653,28-03-2022,28.38
8930,3469,10/22/2024,
4083,3869,12/28/2023,495.65
10110,4227,06-06-2024,471.34
2817,1403,18 Oct 2023,109.28
5132,304,"May 07, 2024",74.39
4340,2118,20-03-2024,145.14
6373,5099,27-06-2022,44.03
3904,867,2024-04-14,235.1
5620,4690,,457.8
3122,922,10-04-2024,114.98
3414,926,11/14/2024,297.38
7006,3557,12 Aug 2023,251.88
9557,4269,07/19/2023,206.0
3148,4674,"Dec 12, 2024",450.28
1965,733,14 May 2024,224.31
4105,1004,"Oct 23, 2022",467.23
9968,4784,"Mar 04, 2023",86.79
1550,667,2023-03-19,269.33
4590,1060,02/09/2022,116.68
2845,1396,01/30/2022,458.43
2383,3200,05-11-2023,142.12
10457,3160,04/13/2022,384.87
7569,1696,03 Feb 2022,185.5
3291,4822,04-02-2024,247.97
2712,3301,23 Apr 2023,380.55
3788,2723,"May 07, 2022",32.25
6336,2949,2022-10-14,221.92
4775,65,"Oct 13, 2023",172.57
5962,258,27 May 2022,263.61
2331,4176,09-05-2022,126.91
4292,2328,27 Aug 2023,245.17
3689,4335,2022-10-01,497.55
7713,2255,"Feb 13, 2024",93.75
10042,550,,478.53
4638,683,2024-10-13,257.77
5382,29,11 Feb 2022,241.12
9389,373,16 Jul 2022,182.04
9594,11,21 Nov 2022,439.45
5430,1736,08/24/2023,354.38
1222,4259,12/19/2022,54.57
1835,595,28-10-2023,287.42
1985,4691,02/25/2023,330.76
3171,343,"Oct 29, 2023",69.27
1158,4162,"May 14, 2024",473.67
7648,851,14 Dec 2022,208.71
10445,506,29-12-2024,471.78
7994,838,22 Apr 2022,193.55
9866,2939,02/16/2023,403.15
3466,2019,"Jun 14, 2023",351.53
5165,961,20-04-2022,119.76
9609,4589,"Nov 06, 2022",413.11
3213,3948,26-01-2022,465.79
3028,3508,2022-04-21,492.84
8981,366,14 Jul 2024,121.55
5454,1274,10/09/2022,250.39
7998,1698,03/14/2024,444.72
4954,1983,"Jan 08, 2023",401.25
4558,877,10/01/2024,119.29
10314,623,2024-07-24,469.69
5276,3433,2022-06-09,493.91
3611,3682,01 Feb 2022,343.7
8752,5076,08/29/2023,335.94
2832,2168,15 Aug 2023,300.35
2887,4652,10/24/2022,204.99
9676,2973,2024-02-16,485.02
552,2830,06 Nov 2023,486.21
2168,1005,"Dec 19, 2022",465.64
6231,23,"Sep 19, 2022",188.02
3021,2782,"Aug 18, 2024",369.12
7166,5084,"Jun 01, 2024",365.44
5619,2290,01/15/2024,136.93
6942,4633,2024-04-29,240.49
5492,2723,10/03/2023,137.18
9201,409,20 Nov 2024,288.14
9701,1472,"Nov 09, 2022",488.98
7111,2228,20-09-2022,494.25
3850,2784,12-08-2023,25.68
2411,4929,08-06-2022,286.96
5384,461,09/29/2023,360.38
2957,2686,18 Apr 2022,101.43
1221,4843,"Dec 11, 2024",58.4
914,3399,10/18/2023,413.39
6215,3900,22 Apr 2023,243.93
8265,3864,2022-08-18,417.41
2859,942,2023-10-14,425.56
8851,2164,06/15/2024,318.3
8027,936,2022-02-23,228.71
9366,2379,08 Mar 2024,229.24
3374,410,2024-10-31,140.9
1175,1135,2022-06-01,425.16
5667,1902,"Jul 15, 2024",364.05
7218,4088,"Aug 21, 2022",285.92
7143,1046,"Jul 09, 2022",464.05
2162,1210,2024-08-21,62.76
1729,3218,20 Jul 2022,117.34
9554,3183,"May 23, 2022",466.2
8086,1785,12/19/2024,305.84
632,1136,03-11-2024,308.76
7966,4916,14-08-2023,101.17
5635,2334,06/22/2024,350.62
3361,3878,"Aug 01, 2024",336.63
1836,2024,20-02-2023,317.2
4742,4887,02-05-2024,184.39
3749,3439,"Jan 29, 2024",45.52
4942,350,2024-09-13,148.87
6517,371,2023-08-24,400.68
9441,4276,06/21/2022,306.76
9030,1826,15-06-2023,253.53
7888,2017,15 Apr 2022,204.56
8863,1183,2023-06-06,38.39
5232,2368,"Jan 22, 2023",484.39
6735,631,05 Dec 2023,261.67
9079,1383,11/27/2023,69.95
7074,4071,,372.4
10133,3280,"Mar 28, 2022",248.09
1364,3629,"Apr 06, 2022",21.68
5038,1396,13-09-2024,432.55
689,2386,2022-01-25,160.26
8666,3982,"Jun 17, 2022",61.12
1898,2088,,464.62
1988,1376,2023-09-16,125.76
9004,4720,04-02-2023,241.6
3587,4139,10-06-2022,150.44
8566,3664,2024-07-30,452.25
8292,4295,10-10-2022,194.26
10395,3586,2022-06-23,24.21
3849,5192,28-12-2023,446.39
5494,3300,06/13/2023,490.82
4459,2122,09/09/2022,333.67
5811,4065,06 May 2024,92.43
1521,2649,24 Jul 2022,355.95
8697,3240,2024-10-30,11.24
7770,3797,,90.94
3958,772,04/28/2022,197.04
725,459,23 Dec 2024,228.85
2426,1758,"Jul 19, 2024",117.05
8346,2926,"Jul 08, 2022",365.73
9525,3882,2022-02-17,71.32
5911,1309,28 Oct 2024,250.36
7087,869,08/02/2023,299.52
8989,2302,10 Jun 2023,449.48
8694,4976,2024-11-16,191.68
8238,697,20-08-2022,424.68
3680,4539,15-11-2023,79.01
5163,2216,2023-01-29,230.03
9036,4538,14-04-2023,302.57
8337,1637,28-09-2023,156.04
2847,1323,"May 06, 2023",323.14
8004,3958,22-05-2022,464.22
7728,1960,"Oct 30, 2023",240.09
9770,3821,08/26/2023,119.35
1589,2676,03 Sep 2023,310.41
3716,4518,"Jun 02, 2024",80.88
8682,5133,28-01-2023,463.49
1513,1621,2022-02-08,20.62
6089,3969,"Apr 06, 2024",496.73
